"cnumber","pname","van0","title","fips","county","city","tn","date","month","year","state"
"fsa2000049333/PP","Lee","People As Such","Salinas, California. Tagged for evacuation",6053,"Monterey","Salinas","thumb/1050/1052/8c24619_150px.jpg","1942-05","05",1942,"California"
"fsa2000049334/PP","Lee","War","Salinas, California. Japanese-Americans wait for transportation to reception cen",6053,"Monterey","Salinas","thumb/1050/1052/8c24620_150px.jpg","1942-05","05",1942,"California"
"fsa2000049335/PP","Lee","War","Salinas, California. Baggage of Japanese-Americans being loaded for removal to r",6053,"Monterey","Salinas","thumb/1050/1052/8c24621_150px.jpg","1942-05","05",1942,"California"
"fsa2000049336/PP","Lee","Transportation","Salinas, California. It&#39;s no-parking, move-on-to-reception-center day for Ja",6053,"Monterey","Salinas","thumb/1050/1052/8c24622_150px.jpg","1942-05","05",1942,"California"
"fsa2000049337/PP","Lee","People As Such","Salinas, California. Japanese-American child headed for reception center",6053,"Monterey","Salinas","thumb/1050/1052/8c24623_150px.jpg","1942-05","05",1942,"California"
"fsa2000049348/PP","Lee","War","Salinas, California. Japanese-Americans boarding bus for transportation to recep",6053,"Monterey","Salinas","thumb/1050/1052/8c24633_150px.jpg","1942-05","05",1942,"California"
"fsa2000049349/PP","Lee","Work","San Benito County, California. Spinach harvester operated by Japenese-Americans ",6069,"San Benito","","thumb/1050/1052/8c24634_150px.jpg","1942-05","05",1942,"California"
"fsa2000049350/PP","Lee","Work","Salinas, California. Guayule nursery which is now operated by the United States ",6053,"Monterey","Salinas","thumb/1050/1052/8c24635_150px.jpg","1942-05","05",1942,"California"
"fsa2000049351/PP","Lee","Social and Personal Activity","San Benito County, California. Japanese-American girls prepare picnic lunch for ",6069,"San Benito","","thumb/1050/1052/8c24636_150px.jpg","1942-05","05",1942,"California"
"fsa2000049352/PP","Lee","Social and Personal Activity","San Benito County, California. Japanese-Americans holding a picnic a few days be",6069,"San Benito","","thumb/1050/1052/8c24637_150px.jpg","1942-05","05",1942,"California"
"fsa2000049353/PP","Lee","Social and Personal Activity","San Benito County, California. Japanese-Americans at a picnic just before their ",6069,"San Benito","","thumb/1050/1052/8c24638_150px.jpg","1942-05","05",1942,"California"
"fsa2000049354/PP","Lee","People As Such","San Benito County, California. Japanese-Americans at picnic",6069,"San Benito","","thumb/1050/1052/8c24639_150px.jpg","1942-05","05",1942,"California"
"fsa2000049356/PP","Lee","People As Such","San Benito County, California. Japanese-Americans at picnic",6069,"San Benito","","thumb/1050/1052/8c24641_150px.jpg","1942-05","05",1942,"California"
"fsa2000049357/PP","Lee","Social and Personal Activity","San Benito County, California. Picnic of Japanese-Americans a few days before th",6069,"San Benito","","thumb/1050/1052/8c24642_150px.jpg","1942-05","05",1942,"California"
"fsa2000049358/PP","Lee","People As Such","San Benito County, California. Japanese-Americans at picnic",6069,"San Benito","","thumb/1050/1052/8c24643_150px.jpg","1942-05","05",1942,"California"
"fsa2000049359/PP","Lee","People As Such","San Benito County, California. Japanese-American at picnic",6069,"San Benito","","thumb/1050/1052/8c24644_150px.jpg","1942-05","05",1942,"California"
"fsa2000049360/PP","Lee","Social and Personal Activity","San Benito County, California. Japanese-American girls prepare lunch for members",6069,"San Benito","","thumb/1050/1052/8c24645_150px.jpg","1942-05","05",1942,"California"
"fsa2000049361/PP","Lee","Work","Salinas, California. Tractor-drawn floater preparing seedbed in guayule nursery",6053,"Monterey","Salinas","thumb/1050/1052/8c24646_150px.jpg","1942-05","05",1942,"California"
"fsa2000049362/PP","Lee","Work","Salinas, California. Carrying duckboards to the guayule nursery. These duckboard",6053,"Monterey","Salinas","thumb/1050/1052/8c24647_150px.jpg","1942-05","05",1942,"California"
"fsa2000049363/PP","Lee","Work","Salinas, California. Tractor-drawn floater preparing seedbed in guayule nursery",6053,"Monterey","Salinas","thumb/1050/1052/8c24648_150px.jpg","1942-05","05",1942,"California"
"fsa2000049364/PP","Lee","Work","Salinas, California. Newly-planted guayule nursery beds. The fine guayule seed i",6053,"Monterey","Salinas","thumb/1050/1052/8c24649_150px.jpg","1942-05","05",1942,"California"
"fsa2000049366/PP","Lee","Work","Salinas, California. Planting guayule seed in nursery. The fine guayule seed is ",6053,"Monterey","Salinas","thumb/1050/1052/8c24651_150px.jpg","1942-05","05",1942,"California"
"fsa2000049367/PP","Lee","Work","Salinas, California. Planting guayule seed in nursery. The fine seed is planted ",6053,"Monterey","Salinas","thumb/1050/1052/8c24652_150px.jpg","1942-05","05",1942,"California"
"fsa2000049368/PP","Lee","Work","Salinas, California. Pouring sand into guayule planter at the nursery. The guayu",6053,"Monterey","Salinas","thumb/1050/1052/8c24653_150px.jpg","1942-05","05",1942,"California"
"fsa2000049369/PP","Lee","Work","Salinas, California. Planting guayule seed in nursery. The fine seed is planted ",6053,"Monterey","Salinas","thumb/1050/1052/8c24654_150px.jpg","1942-05","05",1942,"California"
"fsa2000049370/PP","Lee","Work","Salinas, California. Pouring sand into guayule planter at the nursery. The guayu",6053,"Monterey","Salinas","thumb/1050/1052/8c24655_150px.jpg","1942-05","05",1942,"California"
"fsa2000049371/PP","Lee","Work","Salinas, California. Pouring sand into guayule planter at the nursery. The guayu",6053,"Monterey","Salinas","thumb/1050/1052/8c24656_150px.jpg","1942-05","05",1942,"California"
"fsa2000049372/PP","Lee","Work","Salinas, California. Pouring sawdust into the guayule seed to be planted in nurs",6053,"Monterey","Salinas","thumb/1050/1052/8c24657_150px.jpg","1942-05","05",1942,"California"
"fsa2000049373/PP","Lee","War","Salinas, California. Japanese-Americans leaving gathering point for transportati",6053,"Monterey","Salinas","thumb/1050/1052/8c24658_150px.jpg","1942-05","05",1942,"California"
"fsa2000049374/PP","Lee","Transportation","Salinas, California. Japanese-Americans in bus on their way to reception center",6053,"Monterey","Salinas","thumb/1050/1052/8c24659_150px.jpg","1942-05","05",1942,"California"
"fsa2000049375/PP","Lee","War","Los Angeles (vicinity), California. Baggage of Japanese-Americans evacuated from",6037,"Los Angeles","Los Angeles","thumb/1050/1052/8c24660_150px.jpg","1942-05","05",1942,"California"
"fsa2000049377/PP","Lee","War","Salinas, California. Japanese-Americans and their baggage arriving at reception ",6053,"Monterey","Salinas","thumb/1050/1052/8c24662_150px.jpg","1942-05","05",1942,"California"
"fsa2000049379/PP","Lee","War","Salinas, California. Japanese-Americans and their baggage arriving at reception ",6053,"Monterey","Salinas","thumb/1050/1052/8c24664_150px.jpg","1942-05","05",1942,"California"
"fsa2000049380/PP","Lee","War","Salinas, California. Japanese-Americans and their baggage arriving at reception ",6053,"Monterey","Salinas","thumb/1050/1053/8c24665_150px.jpg","1942-05","05",1942,"California"
"fsa2000049381/PP","Lee","War","Salinas, California. Japanese-Americans and their baggage arriving at reception ",6053,"Monterey","Salinas","thumb/1050/1053/8c24666_150px.jpg","1942-05","05",1942,"California"
"fsa2000049382/PP","Lee","Work","Salinas, California. Tractor-drawn roller preparing guayule seedbed in nursery",6053,"Monterey","Salinas","thumb/1050/1053/8c24667_150px.jpg","1942-05","05",1942,"California"
"fsa2000049385/PP","Lee","Work","Salinas, California. Drying room for guayule seed",6053,"Monterey","Salinas","thumb/1050/1053/8c24670_150px.jpg","1942-05","05",1942,"California"
"fsa2000049387/PP","Lee","Work","Salinas, California. The treated and centrifuged guayule seed is placed in drawe",6053,"Monterey","Salinas","thumb/1050/1053/8c24672_150px.jpg","1942-05","05",1942,"California"
"fsa2000049388/PP","Lee","Work","Salinas, California. Treating room for guayule seed",6053,"Monterey","Salinas","thumb/1050/1053/8c24673_150px.jpg","1942-05","05",1942,"California"
"fsa2000049389/PP","Lee","Work","Salinas, California. Treated and rinsed guayule seed is placed in centrifuge",6053,"Monterey","Salinas","thumb/1050/1053/8c24674_150px.jpg","1942-05","05",1942,"California"
"fsa2000049390/PP","Lee","Work","Salinas, California. Treating guayule seed",6053,"Monterey","Salinas","thumb/1050/1053/8c24675_150px.jpg","1942-05","05",1942,"California"
"fsa2000049391/PP","Lee","Work","Salinas, California. Treating guayule seed",6053,"Monterey","Salinas","thumb/1050/1053/8c24676_150px.jpg","1942-05","05",1942,"California"
"fsa2000049392/PP","Lee","Work","Salinas, California. Removing drum of treated guayule seed from tank",6053,"Monterey","Salinas","thumb/1050/1053/8c24677_150px.jpg","1942-05","05",1942,"California"
"fsa2000049393/PP","Lee","Work","Salinas, California. Placing treated and rinsed guayule seed in centrifuge",6053,"Monterey","Salinas","thumb/1050/1053/8c24678_150px.jpg","1942-05","05",1942,"California"
"fsa2000049394/PP","Lee","Work","Salinas, California. Weighing treated guayule seed",6053,"Monterey","Salinas","thumb/1050/1053/8c24679_150px.jpg","1942-05","05",1942,"California"
"fsa2000049397/PP","Lee","Work","Salinas, California. Charts showing schedules for treating guayule seed",6053,"Monterey","Salinas","thumb/1050/1053/8c24681_150px.jpg","1942-05","05",1942,"California"
"fsa2000049398/PP","Lee","Work","Salinas, California. Guayule nursery is irrigated from overhead piping",6053,"Monterey","Salinas","thumb/1050/1053/8c24682_150px.jpg","1942-05","05",1942,"California"
"fsa2000049400/PP","Lee","Work","Salinas, California. Guayule nursery. The U.S. Forest Service used snow fencing ",6053,"Monterey","Salinas","thumb/1050/1053/8c24684_150px.jpg","1942-05","05",1942,"California"
"fsa2000049401/PP","Lee","Work","Salinas, California. Guayule nursery which is irrigated from overhead piping",6053,"Monterey","Salinas","thumb/1050/1053/8c24685_150px.jpg","1942-05","05",1942,"California"
"fsa2000049402/PP","Lee","Work","Salinas, California. Guayule nursery. Snow fencing in the foreground will be use",6053,"Monterey","Salinas","thumb/1050/1053/8c24686_150px.jpg","1942-05","05",1942,"California"
"fsa2000049404/PP","Lee","Work","Salinas, California. Irrigator in guayule nursery",6053,"Monterey","Salinas","thumb/1050/1053/8c24688_150px.jpg","1942-05","05",1942,"California"
"fsa2000049406/PP","Lee","Work","Salinas, California. Irrigator adjusting controls on overhead rotating piping fo",6053,"Monterey","Salinas","thumb/1050/1053/8c24690_150px.jpg","1942-05","05",1942,"California"
"fsa2000049407/PP","Lee","Work","Salinas, California. Irrigator in guayule nursery",6053,"Monterey","Salinas","thumb/1050/1053/8c24691_150px.jpg","1942-05","05",1942,"California"
"fsa2000049409/PP","Lee","Work","Salinas, California. Irrigators in guayule nursery",6053,"Monterey","Salinas","thumb/1050/1053/8c24693_150px.jpg","1942-05","05",1942,"California"
"fsa2000049410/PP","Lee","Cities and Towns","Japanese-Americans clean their cemetery before they are evacuated. San Juan Baut",6069,"San Benito","San Juan Bautista","thumb/1050/1053/8c24694_150px.jpg","1942-05","05",1942,"California"
"fsa2000049411/PP","Lee","Work","San Benito County, California. Japanese-Americans harvesting spinach as they awa",6069,"San Benito","","thumb/1050/1053/8c24695_150px.jpg","1942-05","05",1942,"California"
"fsa2000049414/PP","Lee","Work","San Benito County, California. Japanese-Americans loading boxes of spinach onto ",6069,"San Benito","","thumb/1050/1053/8c24698_150px.jpg","1942-05","05",1942,"California"
"fsa2000049415/PP","Lee","Work","San Benito County, California. Japanese-Americans harvesting spinach while they ",6069,"San Benito","","thumb/1050/1053/8c24699_150px.jpg","1942-05","05",1942,"California"
"fsa2000049416/PP","Lee","Work","San Benito County, California. Spinach harvester operated by Japanese-Americans ",6069,"San Benito","","thumb/1050/1053/8c24701_150px.jpg","1942-05","05",1942,"California"
"fsa2000049417/PP","Lee","Work","San Benito County, California. Japanese-Americans work in spinach fields as they",6069,"San Benito","","thumb/1050/1053/8c24702_150px.jpg","1942-05","05",1942,"California"
"fsa2000049418/PP","Lee","Work","San Benito County, California. Japanese-Americans operating spinach harvester as",6069,"San Benito","","thumb/1050/1053/8c24703_150px.jpg","1942-05","05",1942,"California"
"fsa2000049419/PP","Lee","Work","San Benito County, California. Japanese-Americans working in spinach fields as t",6069,"San Benito","","thumb/1050/1053/8c24704_150px.jpg","1942-05","05",1942,"California"
"fsa2000049420/PP","Lee","People As Such","San Benito County, California. Japanese-American who is waiting for his final ev",6069,"San Benito","","thumb/1050/1053/8c24705_150px.jpg","1942-05","05",1942,"California"
"fsa2000049421/PP","Lee","Work","San Benito County, California. Japanese-American working in spinach field as he ",6069,"San Benito","","thumb/1050/1053/8c24706_150px.jpg","1942-05","05",1942,"California"
"fsa2000049422/PP","Lee","Work","San Benito County, California. Japanese-Americans working in a field while waiti",6069,"San Benito","","thumb/1050/1053/8c24707_150px.jpg","1942-05","05",1942,"California"
"fsa2000049423/PP","Lee","Work","San Benito County, California. Tomato plants in nursery beds which are owned and",6069,"San Benito","","thumb/1050/1053/8c24708_150px.jpg","1942-05","05",1942,"California"
"fsa2000049424/PP","Lee","Work","Monterey County, California. Field of lettuce",6053,"Monterey","","thumb/1050/1053/8c24709_150px.jpg","1942-05","05",1942,"California"
"fsa2000049425/PP","Lee","Work","San Benito County, California. Tomato plants in nursery beds which are owned and",6069,"San Benito","","thumb/1050/1053/8c24710_150px.jpg","1942-05","05",1942,"California"
"fsa2000049427/PP","Lee","The Land","San Benito County, California. Dairy farm",6069,"San Benito","","thumb/1050/1053/8c24712_150px.jpg","1942-05","05",1942,"California"
"fsa2000049439/PP","Lee","Cities and Towns","San Juan Bautista, California. Japanese-Americans clean their cemetery before th",6069,"San Benito","San Juan Bautista","thumb/1050/1053/8c24723_150px.jpg","1942-05","05",1942,"California"
"fsa2000049440/PP","Lee","Cities and Towns","San Benito County, California. Japanese-Americans, waiting for evacuation orders",6069,"San Benito","San Juan Bautista","thumb/1050/1053/8c24724_150px.jpg","1942-05","05",1942,"California"
"fsa2000049449/PP","Lee","War","Salinas, California. Japanese-Americans getting information concerning evacuatio",6053,"Monterey","Salinas","thumb/1050/1053/8c32007_150px.jpg","1942-05","05",1942,"California"
"fsa2000049457/PP","Lee","Cities and Towns","Mission San Jose, California. Tombstone of Portuguese family who were early sett",6001,"Alameda","Fremont","thumb/1050/1053/8c32015_150px.jpg","1942-05","05",1942,"California"
